,idx,fcn,p0,p1,p2,p3,p4,s,x0,y0,I_max,sum,R_t,Int,err_Int
2076,4201,13983.662211108707,15.462614909598383,0.016869438362170305,0.00012246099248449185,-0.002213633595337541,0.003480098485375782,0.9079269271172508,68.41846177296014,-103.7250220157403,182.99999999999997,3846.0,115.63653529784607,1039295.0726440254,0.0009467927919097723
2077,4204,3983.9436063487824,5.5416556844472,-0.012301679406512018,-8.0096529637847e-05,0.002297211277937203,0.002311413840541959,0.9232719490860349,-21.810846901712246,-122.94650788793032,43.99999999999998,1152.0,213.7435149448984,271437.3395925578,0.0009069627159016998
2078,4214,8734.771207587637,15.2826288595716,0.013139281589200566,7.57624501250859e-05,-0.0011697864157773638,0.0010000002722136032,0.900000018827819,85.88971570815275,145.05793975886166,198.0,3245.0,169.8775514635468,972874.3679803642,0.006410237695083809
2079,4216,3293.724477749534,4.678850443647297,-0.018267324606338384,-9.384676365740406e-05,0.002874958348658294,0.00100000000875456,0.9000000035948599,-5.278227764183214,160.7694533470952,39.999999999999986,1063.0,240.90244101087893,265994.8173039595,0.0008109348336436013
2080,4219,3790.0261400242116,14.394763790254395,0.011970844129409363,8.596772240770725e-05,-0.0013907451590824671,0.001010997328082952,0.9002931501999375,127.3358618885713,-149.6340213134081,189.99999999999994,3162.0,196.96068583603176,1094668.7042287411,0.006517970944412144
2081,4222,17270.486792119915,6.3051395963169,-0.03504045951579339,-0.00016860629804048226,0.005088487780078547,0.001281625037883497,0.9846332881574501,27.13262487290954,51.637428619817385,133.99999999999997,2870.0,66.9199391142132,677481.4638932919,0.002371450694154946
2082,4226,5465.962846916589,14.142915185234639,-0.004781420269112127,1.68947668751765e-05,0.00017775195973344658,0.041050958788001114,0.9074752467099338,142.3162623730236,73.77775490791994,164.00000000000003,3657.0,150.40858801930162,1104407.9608307506,0.0036920065102394317
2083,4227,7449.6911237854665,12.823118764381414,0.0004083023755583613,6.096478209480457e-05,-0.0007255212932295973,0.009888460113917422,1.0999999390092277,110.63280557222807,27.796320502580045,144.99999999999997,3983.0,112.15216072929671,1082202.7777736797,0.01372050451327543
2084,4228,11068.616489973483,16.603045575942943,-0.02053723921535751,-6.133079016509842e-05,0.0021876626228629495,0.22182386604624293,1.099983674949568,10.604105503423943,10.794860592172517,82.0,1894.0000000000002,117.63958537312175,441627.0207166381,0.0004980825348847931
2085,4230,18149.305672407972,8.998520091529238,-0.02446176747208295,-9.294008816228731e-05,0.0030416708246929895,0.02434772533049927,1.0257610925911884,20.829605225518193,-96.76941091115884,118.99999999999999,2900.0,95.39588113708055,723229.9605385634,0.006037591513691237
2086,4231,28526.47826651861,9.248564879829669,-0.018513162102663606,-5.1377172196427005e-05,0.0024702414293316095,0.0012655112130603755,0.9504857899947389,42.60952542998468,-38.2730420237216,191.99999999999994,3775.0,40.20228087123913,933886.3053234972,0.0024416222126294254
2087,4232,5219.521958389195,18.05515033453997,-0.015166369524268367,-3.85970426713902e-05,0.0014608196316279907,0.37187427523107947,1.0999939356066797,-49.76696315061993,-169.1514695458197,50.999999999999986,1138.0,234.9329447927642,301408.77852269285,0.0017128346790302174
2088,4234,7328.736951385465,17.519992950279672,-9.731308050463683e-05,4.654358035709493e-05,-0.0005161372513230025,0.05874145484429692,0.9161027555330875,93.17044626098557,-130.77634442595067,168.0,3547.0,158.95238153157695,1073051.435957839,0.011241900792510029
2089,4237,15701.955730270156,10.99111396393415,-0.02655885483261103,-9.596473637648925e-05,0.0031846625465550018,0.0547537796946421,1.035013816509631,16.47094202562725,-117.8292347302913,138.99999999999997,2872.0,124.08545016302274,736536.1200364613,0.0014754259526931456
2090,4239,2911.6464478241633,16.26783292410938,-0.018094033182553333,-4.541696236088969e-05,0.0017329377870252227,0.5590628307240277,1.0998177729386045,13.029444632087573,6.553897014341525,35.000000000000014,1022.0000000000001,212.36480688591038,225050.2292102103,0.0001704888611950262
2091,4241,27741.704749251265,8.995175951840405,-0.02505880945308283,-0.0001237456149926853,0.003914033412819411,0.001128576961818698,1.072343207917895,27.067442960018724,42.63088503791585,158.99999999999991,3329.0,47.20139794847182,804873.9014002755,0.004913497568279246
2092,4242,4852.385537343141,8.21502350839609,0.03639072545697165,0.00016620682999441682,-0.004364377814725896,0.001302425857834798,1.0365125817622831,15.193658635104471,-3.4865337699786765,42.000000000000014,1216.0000000000002,171.7135176832299,268787.35935925366,0.0006208223335767878
2093,4243,18482.213880810265,13.763505945032561,0.008927324927158815,6.739910627800572e-05,-0.0006902843233873742,0.0010000008845297704,0.9000000415184953,30.523609030680703,104.32349902050917,165.0,3124.0,103.56642661415137,801278.7429034979,0.0024149001709578705
2094,4244,19484.894352923013,45.77093244433289,-0.005692092857312636,2.2052200981353493e-05,1.7466562194273202e-05,0.9947989546944365,1.0649176959814985,5.645249422413042,-15.434498750332141,131.00000000000003,2421.0,83.91980564241078,580600.0573750212,0.0029386508268238326
2095,4249,12533.825913351347,13.8729899024016,0.00577718326042152,2.8463144051219187e-05,-5.783614753932074e-05,0.00106423154113662,0.9000519279164675,44.69111842435567,-164.19556071031946,174.00000000000003,3007.0,176.3121272706163,894892.2544331255,0.005461464804028204
2096,4250,10715.231426264618,6.107268884788741,-0.029798268573087032,-0.00017468025426858685,0.004865470786972819,0.001860496726623511,0.9074503189948179,10.627799745561973,48.848119226088095,83.0,1880.0,125.11347685701169,423600.0352169316,0.0025405774049639396
2097,4252,6551.4814650576045,5.642565713018466,-0.013929432038789243,-6.178094362899135e-05,0.0019176010570360327,0.010363046417508365,0.9767646433032267,6.343709432866255,104.11480878497562,44.0,1376.0,184.97149067085988,320353.7686667113,0.0006116814891150811
2098,4254,9774.348837157037,18.012957210083947,-0.004468940176011796,1.9278502674178324e-05,0.0001011544874108594,0.07213373533455715,0.9720996400887854,54.14737607296363,-150.96965411952644,210.0,3274.0,156.07599384982305,970370.6651913954,0.00292788670984271
2099,4260,19089.126002424564,12.287487012814458,-0.002007257857655921,3.5282925845455876e-05,1.6928265242915395e-05,0.0059355220011760215,1.0342103703649361,53.51629849982994,-49.6575646697067,160.0,3800.0,55.96872031492234,960129.3255979284,0.005561710570726602
